qemu-system-ris-14903,884028917,,L1-dcache-load-misses,15762218159,100.00,,
qemu-system-ris-14902,871783416,,L1-dcache-load-misses,15109735601,100.00,,
qemu-system-ris-14904,742753569,,L1-dcache-load-misses,14175563276,100.00,,
qemu-system-ris-14909,711745506,,L1-dcache-load-misses,19191238950,100.00,,
qemu-system-ris-14907,567577923,,L1-dcache-load-misses,14533326027,100.00,,
qemu-system-ris-14905,507747885,,L1-dcache-load-misses,11712658907,100.00,,
qemu-system-ris-14908,442642431,,L1-dcache-load-misses,13704454368,100.00,,
qemu-system-ris-14901,295054117,,L1-dcache-load-misses,10556165847,100.00,,
qemu-system-ris-14906,44935285,,L1-dcache-load-misses,6841304784,100.00,,
qemu-system-ris-14898,43726822,,L1-dcache-load-misses,6112500307,100.00,,
qemu-system-ris-14900,42368983,,L1-dcache-load-misses,6908763681,100.00,,
qemu-system-ris-14895,42181944,,L1-dcache-load-misses,383517168,100.00,,
qemu-system-ris-14910,39599594,,L1-dcache-load-misses,7230735544,100.00,,
qemu-system-ris-14912,38050187,,L1-dcache-load-misses,7090160065,100.00,,
qemu-system-ris-14899,34882853,,L1-dcache-load-misses,6910007236,100.00,,
qemu-system-ris-14913,34808694,,L1-dcache-load-misses,6662857189,100.00,,
qemu-system-ris-14911,33540414,,L1-dcache-load-misses,6678517972,100.00,,
qemu-system-ris-14896,5799532,,L1-dcache-load-misses,29760466,100.00,,
qemu-system-ris-14897,200777,,L1-dcache-load-misses,3657665,100.00,,
qemu-system-ris-14918,178398,,L1-dcache-load-misses,4749276,100.00,,
qemu-system-ris-14925,168604,,L1-dcache-load-misses,4286634,100.00,,
qemu-system-ris-14902,25001,,context-switches,15119794198,100.00,,
qemu-system-ris-14895,23308,,context-switches,389428743,100.00,,
qemu-system-ris-14903,22724,,context-switches,15771309419,100.00,,
qemu-system-ris-14904,21307,,context-switches,14183846095,100.00,,
qemu-system-ris-14905,19550,,context-switches,11720367404,100.00,,
qemu-system-ris-14901,18869,,context-switches,10563485171,100.00,,
qemu-system-ris-14907,16548,,context-switches,14539853641,100.00,,
qemu-system-ris-14908,12380,,context-switches,13709339050,100.00,,
qemu-system-ris-14909,12163,,context-switches,19196145984,100.00,,
qemu-system-ris-14906,10677,,context-switches,6845371190,100.00,,
qemu-system-ris-14900,10139,,context-switches,6912744546,100.00,,
qemu-system-ris-14899,9840,,context-switches,6913633476,100.00,,
qemu-system-ris-14898,9719,,context-switches,6116182043,100.00,,
qemu-system-ris-14912,9665,,context-switches,7093718037,100.00,,
qemu-system-ris-14910,9654,,context-switches,7234448493,100.00,,
qemu-system-ris-14913,9563,,context-switches,6666506045,100.00,,
qemu-system-ris-14911,9340,,context-switches,6682193930,100.00,,
qemu-system-ris-14896,84,,context-switches,29763166,100.00,,
qemu-system-ris-14897,56,,context-switches,3657935,100.00,,
qemu-system-ris-14925,51,,context-switches,4290984,100.00,,
qemu-system-ris-14918,49,,context-switches,4743186,100.00,,
qemu-system-ris-14904,176,,migrations,14183846095,100.00,,
qemu-system-ris-14895,123,,migrations,389428743,100.00,,
qemu-system-ris-14905,122,,migrations,11720367404,100.00,,
qemu-system-ris-14902,117,,migrations,15119946108,100.00,,
qemu-system-ris-14903,117,,migrations,15771309419,100.00,,
qemu-system-ris-14907,105,,migrations,14539853641,100.00,,
qemu-system-ris-14901,99,,migrations,10563485171,100.00,,
qemu-system-ris-14906,97,,migrations,6845371190,100.00,,
qemu-system-ris-14908,61,,migrations,13709339050,100.00,,
qemu-system-ris-14909,58,,migrations,19196145984,100.00,,
qemu-system-ris-14913,55,,migrations,6666506045,100.00,,
qemu-system-ris-14899,48,,migrations,6913571146,100.00,,
qemu-system-ris-14900,46,,migrations,6912744546,100.00,,
qemu-system-ris-14910,46,,migrations,7234448493,100.00,,
qemu-system-ris-14898,42,,migrations,6116182043,100.00,,
qemu-system-ris-14911,41,,migrations,6682193930,100.00,,
qemu-system-ris-14912,32,,migrations,7093718037,100.00,,
qemu-system-ris-14897,5,,migrations,3657935,100.00,,
qemu-system-ris-14925,4,,migrations,4290984,100.00,,
qemu-system-ris-14918,3,,migrations,4743186,100.00,,
qemu-system-ris-14896,0,,migrations,29763166,100.00,,
